display_name,lat,lon
"Universidad de Castilla-La Mancha, Calle Alonso Quijano, Sepulcro-Bolera, Albacete, Castilla-La Mancha, 02006, España",38.9790776,-1.8578475610320626
"Universidad, Avenida de la Universidad, La Vid, Jerez de la Frontera, Campiña de Jerez, Cádiz, Andalucía, 11405, España",36.6863679,-6.1190162
"Universidad de Córdoba, Calle 76, Comuna 8, Perímetro Urbano Montería, Centro, Córdoba, 230002, Colombia",8.79042355,-75.86177184901655
"Universidad de Deusto, Avenida de las Universidades / Unibertsitate etorbidea, Deustuko Doneperiaga, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48009, España",43.2712452,-2.9385576
"Universidad de Extremadura, Avenida de Elvas, Urbanización Universitaria, Urbanización Guadiana, Badajoz, Tierra de Badajoz, Badajoz, Extremadura, 06006, España",38.885072199999996,-7.007832871480037
"Biblioteca Universitat de Girona, Plaça de Josep Ferrater i Mora, Barri Vell, Girona, Gironès, Girona, Catalunya, 17004, España",41.9845435,2.8280084
"Universidad de Granada, Calle Santa Lucía, Barrio del Boquerón, Centro - Sagrario, Centro, Granada, Comarca de la Vega de Granada, Granada, Andalucía, 18001, España",37.1809009,-3.6000115
"Avenida de la Universidad, Huelva, Comarca Metropolitana de Huelva, Huelva, Andalucía, 21007, España",37.2716765,-6.9231614
"Universidad de Jaén, Calle de Ben Saprut, Jaén, Andalucía, 23009, España",37.78820865,-3.776633970633042
"Universidad de La Laguna, Torreón, Coahuila, 27100, México",25.5762454,-103.429287
"Universidad de Las Palmas de Gran Canaria, Calle Pérez del Toro, Cuatro Cañones, Las Palmas de Gran Canaria, Las Palmas, Canarias, 35004, España",28.1118348,-15.424774334637561
"La Antigua - Santa Cruz, Valladolid, Castilla y León, 47002, España",41.6522791,-4.7222696
"Universitat, Rambla d'Aragó, Jaume I el Conqueridor, Lleida, Segrià, Lleida, Catalunya, 25002, España",41.6133177,0.6199055
"Universidad de Murcia, Anillo Campus de Espinardo, Los Rectores, Pedanía de El Puntal, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30100, España",38.0147121,-1.1676358
"Universidad de Málaga, 2, Teatinos-Universidad, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29071, España",36.7165042,-4.495393726629867
"Universidad de Navarra, Calle Irunlarrea, Irunlarrea, Ermitagaña-Mendebaldea, Pamplona/Iruña, Iruñerria / Comarca de Pamplona, Navarra - Nafarroa, 31008, España",42.80115395,-1.658569528503289
"Universidad de Oviedo, Calle Pedro Mateo, El Cristo, El Cristo y Buenavista, Oviedo, Asturias / Asturies, 33006, España",43.35352695,-5.875012964144393
"Universidad Secretaría General, 1, Patio de Escuelas, Centro, Salamanca, Castilla y León, 37008, España",40.9614141,-5.667462
"Praza da Universidade, Santiago de Compostela, O Ensanche, Santiago de Compostela, Santiago, A Coruña, Galicia, España",42.8786789,-8.54245040081301
"Universidad Pablo de Olavide, Calle Lorenzo Rodríguez, Condequinto, Dos Hermanas, Sevilla, Andalucía, 41089, España",37.356080899999995,-5.938167775804539
"Universidad de Valladolid, Plaza del Colegio de Santa Cruz, La Antigua - Santa Cruz, Valladolid, Castilla y León, 47002, España",41.6516894,-4.7209841
"Universitat de Vic (Campus de Miramarges), 7, Carrer de la Sagrada Família, el Sucre, Vic, Osona, Barcelona, Catalunya, 08500, España",41.93329215,2.2474027187593792
"Celta de Vigo Guadalajara, Calle Allende, Santa María del Pueblito, Zapopan, Jalisco, 45018, México",20.6783025,-103.4392573459034
"Universidad de Zaragoza, 3, Calle de la Universidad, Jaca, La Jacetania, Huesca, Aragón, 22700, España",42.5685637,-0.5541903569536426
"Universidad de La Rioja, Calle Madre de Dios, Los Lirios, Varea, Logroño, La Rioja, 26006, España",42.46692875,-2.4233608821458246
"Universitat de les Illes Balears, km 7.5, carretera de Valldemossa, Palma, Illes Balears, 07122, España",39.6398698,2.6426579771193515
"Euskal Herriko Unibertsitatea, Ibaeta Campusa, Maria de Maeztu kalea, Campus, Ibaeta, Ibaieta, Donostia - San Sebastián, Gipuzkoa, Euskadi, 20008, España",43.30927695,-2.01066784661227
"Universitat Abat Oliba CEU, Rotonda de Bellesguard, Sant Gervasi - la Bonanova, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08022, España",41.4100043,2.126688073993285
"Universitat de València, Avinguda de Blasco Ibáñez, Exposició, el Pla del Real, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46010, España",39.4766439,-0.3592977643643644
